x
0.010859495080353,0.0743260133346925,0.137792531589031,0.201259049843372,0.26472556809771,0.328192086352049,0.391658604606389,0.455125122860728,0.518591641115067,0.582058159369406,0.645524677623747,0.708991195878085,0.772457714132425,0.835924232386763,0.899390750641103,0.962857268895441,1.02632378714978,1.08979030540412,1.15325682365846,1.2167233419128,1.28018986016714,1.34365637842148,1.40712289667582,1.47058941493016,1.5340559331845,1.5340559331845,1.59752245143883,1.66098896969317,1.72445548794751,1.78792200620185,1.85138852445619,1.91485504271053,1.97832156096487,2.04178807921921,2.10525459747355,2.16872111572789,2.23218763398223,2.29565415223657,2.35912067049091,2.42258718874524,2.48605370699958,2.54952022525392,2.61298674350826,2.6764532617626,2.73991978001694,2.80338629827128,2.86685281652562,2.93031933477996,2.9937858530343,3.05725237128864,3.12071888954298,3.18418540779732,3.24765192605166,3.31111844430599,3.37458496256033,3.43805148081467,3.50151799906901,3.56498451732335,3.62845103557769,3.69191755383203,3.75538407208637,3.81885059034071,3.88231710859505,3.94578362684939,4.00925014510373,4.07271666335807,4.1361831816124,4.19964969986674,4.26311621812108,4.32658273637542,4.39004925462976,4.4535157728841,4.51698229113844,4.58044880939278,4.64391532764712,4.70738184590146,4.7708483641558,4.83431488241014,4.89778140066448,4.96124791891882,5.02471443717315,5.08818095542749,5.15164747368183,5.21511399193617,5.27858051019051,5.34204702844485,5.40551354669919,5.46898006495353,5.53244658320787,5.59591310146221,5.65937961971655,5.72284613797089,5.78631265622522,5.84977917447956,5.9132456927339,5.97671221098824,6.04017872924258,6.10364524749692,6.16711176575126,6.2305782840056
u
0.85799700472637386,1.7802273118972174,2.4479249522658968,2.8293712990465378,2.9643270809189115,2.9000600581988705,2.690394291623242,2.3944848256464284,2.0117104696706209,1.5431326336755313,1.0321025340378189,0.51874946847000281,-0.012201245467648114,-0.37787326466031068,-0.61203784790564186,-0.70754065129314392,-0.77174810792335258,-0.74713483496532784,-0.93353171803505197,-1.1973025288774652,-1.6112742883963838,-2.054934680477051,-2.2355792403675894,-2.0114248267925245,-1.3586322327670848,-0.40579337336425059,0.68152155536488679,1.6298660779408278,2.2575036020518273,2.5791762821256303,2.6891607576763334,2.650001063425325,2.4631681350551453,2.1741235585113423,1.7745435320640628,1.2747453353468048,0.75381433148074739,0.22646137108598519,-0.22286830062872354,-0.48373331309794143,-0.62021052268288079,-0.66560348709011685,-0.66935014624870581,-0.61846529590776345,-0.62317193534246951,-0.94886809967313235,-1.5138652709552991,-2.0993132959920047,-2.3317192250709939,-2.0065718815346041,-1.1990434571330273,-0.14814614773890644,0.91086437667244935,1.7076614271922306,2.2073423095712297,2.483960644114962,2.556606848130111,2.4737163423869566,2.2517128072560402,1.9085979666423682,1.4395365190410929,0.91471538918635575,0.41777871272268047,-0.085280294395546186,-0.40250587030374141,-0.57600952794034221,-0.63487839779997901,-0.66617523810940704,-0.62294273233785413,-0.53717301051910038,-0.64307291119230181,-1.1370395000591258,-1.8565796754970996,-2.3168457343177264,-2.2321299645150057,-1.5751714883897208,-0.60353136450158673,0.48647566960674549,1.4146823296476754,2.0405070167616306,2.3574955314626522,2.466118978639527,2.4408001990742636,2.2771025878716511,1.9601304084994808,1.5066114019946357,0.98465879931170242,0.49138165991973287,-0.0185655187992253,-0.36165815228493159,-0.54543578902009449,-0.61910287439484479,-0.64517030156622335,-0.60993019506822499,-0.51389784472288014,-0.5309132812054056,-0.93661000722388643,-1.6683653077523484,-2.2400541243166039,-2.2803204450640919,-1.7488551122238212,-0.82146466525073136,0.2620267056297344,1.2486889400815995,1.9032337080785198,2.2532328573813096,2.4090195617675492,2.4167261176389743,2.273048859879149,1.979401053269263,1.5405540779527485,1.0207285874687217,0.52322568616095533,0.014010811400946843,-0.33556472885328137,-0.54063787040954436,-0.62763517256186085,-0.65496338828891953,-0.63348976593241046,-0.53352319700493611,-0.50779803288296554,-0.84068311199095547,-1.5423318815151774,-2.1744630591730045,-2.3153335995825239,-1.869452247590301,-0.98169461662748303,0.10626509198315237,1.1332074865518527,1.8384398154103125,2.2276416504420804,2.4060558907555647,2.429149829792788,2.3065752307651026,2.0373634910212393,1.619218388996871,1.1003970660285305,0.58556240130300985,0.064522673865663238,-0.30250310194504848,-0.52071312646471901,-0.61643685503729206,-0.64644622442556998,-0.61966477751530225,-0.52054641634375443,-0.45781805493328026,-0.70922272940685616,-1.3917278538257249,-2.0932066881589417,-2.3383614741725092,-1.9938912414948307,-1.1765679089300607,-0.10120717221048325,0.9739709215887169,1.7497059580812899,2.1860809983804748,2.3930073485035845,2.45102359777073,2.3600950189675243,2.1240828646182557,1.7323352947018786,1.2215076041680943,0.69049605297979189,0.19666397183964335,-0.2267583509067943,-0.48334587422436726,-0.59989347314618402,-0.62925905456162989,-0.61031066172729043,-0.52643719213013207,-0.43748409926034609,-0.61018144505706684,-1.2559969608366615,-2.006415261996771,-2.3538143098722051,-2.1010180096938114,-1.3452878399281425,-0.30203950629856979,0.77657650496668273,1.6187648628381903,2.1314596651052407,2.387635536316334,2.4615072649076084,2.3894486770579744,2.1780917981041639,1.8124534207113945,1.3168509617188837,0.78534347581176689,0.30665163653938893,-0.16123494723887954,-0.43809848540293128,-0.58406590414098636,-0.6302465093832843,-0.63420890604493241,-0.55421871671898382,-0.44975871568841708,-0.51973597234883018,-1.0473162987282882,-1.8042225627823221,-2.2708312660393757,-2.1541128937107934,-1.502009946152328,-0.53301990201708438,0.51292529554032129,1.3948901705029528,1.9677964051502932,2.2755877735912611,2.3878538836790186,2.3561825579923132,2.174319290636801,1.836595770830836,1.3671562831316082,0.85382372722105759,0.38651949559744725,-0.10062216352092923,-0.40582835785558169,-0.56799621758630725,-0.63073334137154402,-0.6394250203214229,-0.58382025774999424,-0.46639790051716179,-0.49218283457287221,-0.95960433932086397,-1.7224453915459965,-2.2605128874309495,-2.2360050477096927,-1.6514510608048987,-0.69198191079058491,0.3990096629763904,1.3416169326283529,1.9459571374052946,2.266639746890267,2.4025030070120654,2.3887389608793801,2.2294847708542607,1.9182819964371285,1.460896179401332,0.93420567899913909,0.44163375445215963,-0.058898963642187718,-0.38872807939752718,-0.56290945045979823,-0.63807376088650392,-0.65093058325496722,-0.61178672183300398,-0.49753161935541845,-0.47633310062538636,-0.88218637101757824,-1.6402940832205863,-2.2347882178207232,-2.2858987095933023,-1.7686334404791746,-0.85986735036830242,0.2145874828753862,1.2011977291435838,1.8800472786363085,2.263102784641791,2.4364004412938103,2.4467652227287062,2.3038124949866821,2.0090726336780511,1.5695694463626415,1.0488584471826483,0.54982922479815843,0.050162185972199125,-0.31713286198908186,-0.53645938740256227,-0.6319732526054842,-0.64863405972444688,-0.60279549816333877,-0.506934379225633,-0.46050870231333502,-0.79339238645971943,-1.5271754554212915,-2.1792692019901079,-2.3358305755630298,-1.9065048718485107,-1.0227419334734249,0.085899108188375206,1.1368158401016661,1.8562681887671872,2.2420980181653904,2.4050655198030402,2.4209216127787987,2.3065972640444974,2.0424360774034485,1.6268169648740576,1.1035771398883307,0.57648148892682882,0.055185199845549149,-0.30648125778758528,-0.52437933426875527,-0.62555251275159462,-0.66193316541646785,-0.60980616322026371,-0.51761127785740735,-0.44361467822603273,-0.70005585869522813,-1.3766298563530279
m1
(-0.626291991966-0.20903270216j),(-0.564379228561-0.365985882314j),(-0.481686664326-0.49875768654j),(-0.382714604073-0.602222612403j),(-0.272148999113-0.673842989523j),(-0.150556631115-0.713775167821j),(-0.0229265474818-0.725408532036j),(0.108257184343-0.715160243285j),(0.244053754649-0.681999026205j),(0.380371980108-0.626340935789j),(0.511085270821-0.548477642124j),(0.630326951044-0.445434898518j),(0.744996704503-0.257675287885j),(0.799326419306-0.0580786075735j),(0.803049752473+0.16151771421j),(0.741314921482+0.378414023856j),(0.621456324434+0.553886967223j),(0.449584745012+0.698732983347j),(0.218370452705+0.778447053908j),(-0.0157847709493+0.793489146195j),(-0.236918679273+0.748320847687j),(-0.423739537999+0.650635569125j),(-0.57140868367+0.51180293678j),(-0.677078746957+0.344522096233j),(-0.735817132691+0.159302806627j),(-0.747508310208-0.0331822906633j),(-0.707929877313-0.224803338378j),(-0.630239564243-0.400476986602j),(-0.530680950744-0.546208547098j),(-0.41530429386-0.657560843688j),(-0.285198883871-0.734632437468j),(-0.14336408427-0.778526735437j),(0.00626547217366-0.790576719424j),(0.161070582514-0.768955646902j),(0.317927122375-0.714327902511j),(0.467534491219-0.632674476117j),(0.601106688609-0.53557556352j),(0.727771815801-0.396101093013j),(0.822695678341-0.184748942679j),(0.84903404289+0.0381801542787j),(0.811749712704+0.261739245807j),(0.714372468167+0.479382452441j),(0.566383016124+0.657562210794j),(0.372012874155+0.782890380237j),(0.127584976049+0.853219738985j),(-0.122471325053+0.845541194293j),(-0.346008989654+0.770871363996j),(-0.529694123846+0.647085188166j),(-0.669429464555+0.485930269818j),(-0.761206077259+0.2972532866j),(-0.801592774439+0.093930112194j),(-0.791537996777-0.112152728872j),(-0.728104203676-0.31167249026j),(-0.630928211172-0.485975322356j),(-0.513535695213-0.625704524805j),(-0.381440470992-0.729513312733j),(-0.235639244437-0.795174420099j),(-0.079012557284-0.823856210397j),(0.084565775631-0.815859494571j),(0.253399798825-0.77099091185j),(0.41813793803-0.695362261101j),(0.565076025888-0.595074563349j),(0.692849949203-0.476768823109j),(0.805753505628-0.2572561674j),(0.851475985705-0.0371551594776j),(0.833936030525+0.193119443485j),(0.752898088724+0.419791404014j),(0.618845470038+0.608742846916j),(0.440194277952+0.75672195103j),(0.213325853901+0.850819543647j),(-0.0363430740301+0.868840749164j),(-0.276307118299+0.818072722052j),(-0.479030709183+0.709669253921j),(-0.639113662577+0.556839816279j),(-0.753564221548+0.372669082156j),(-0.815919555693+0.166789248068j),(-0.826602514469-0.0444526087663j),(-0.780640092971-0.254927608302j),(-0.689722556105-0.446192317126j),(-0.574394939139-0.603656398439j),(-0.440723218417-0.720773806357j),(-0.292655664658-0.798942115226j),(-0.132078968042-0.838058785046j),(0.0377345976878-0.839804528942j),(0.214218770875-0.801190696812j),(0.386603298395-0.725808529523j),(0.541016415832-0.62701005981j),(0.67420626844-0.509433557433j),(0.795052392413-0.304239696555j),(0.854444447588-0.0779825728566j),(0.845232473113+0.164220546782j),(0.768516862308+0.398180403371j),(0.639490836704+0.594475039452j),(0.465961778403+0.748377290119j),(0.242358597256+0.850732994889j),(-0.00814017089342+0.882191689833j),(-0.252774485817+0.838599386076j),(-0.462657800529+0.734033070539j),(-0.632580269512+0.583603310777j),(-0.753751636193+0.400164731268j),(-0.824221765308+0.195683528643j),(-0.842003124444-0.0177724043692j),(-0.803271340916-0.231095311347j),(-0.714112672034-0.430718325346j),(-0.595524401357-0.59443414903j),(-0.46026232222-0.716428640964j),(-0.311072951448-0.799171379313j),(-0.14952689394-0.843420930217j),(0.0226592498515-0.849467789286j),(0.202129864598-0.813421376475j),(0.379402036703-0.736331110154j),(0.536850660806-0.633948062522j),(0.670067763089-0.516604999623j),(0.792496428915-0.318040093066j),(0.853137779045-0.0979937012368j),(0.851012319485+0.13834819419j),(0.780195771385+0.373833747212j),(0.65520603588+0.5759762977j),(0.487678618669+0.731218275895j),(0.270223738178+0.841181451445j),(0.0221744854376+0.883579549176j),(-0.223038541206+0.850011554888j),(-0.439162612206+0.75398659451j),(-0.61435968189+0.610179137994j),(-0.74165524113+0.431818775696j),(-0.820073501788+0.230381357117j),(-0.846478475877+0.017481611845j),(-0.817196213275-0.196647522932j),(-0.732987305425-0.399372504382j),(-0.618376217488-0.569553757836j),(-0.48526087257-0.699272214086j),(-0.337832330081-0.788705316978j),(-0.177797259754-0.839650984014j),(-0.0068280877129-0.851958282132j),(0.171908876798-0.822362045299j),(0.350705772241-0.750923503407j),(0.512429718846-0.651832084029j),(0.649475163302-0.537269164375j),(0.777706531972-0.350872159637j),(0.84990896094-0.13464307266j),(0.856823433773+0.0998909800066j),(0.797743905165+0.336176068166j),(0.678778771571+0.547846886309j),(0.515127283714+0.716233305436j),(0.304276571948+0.834548803496j),(0.0582576985422+0.885682605341j),(-0.191465735756+0.86391934001j),(-0.411493754635+0.775900757049j),(-0.591838705389+0.638569922811j),(-0.725578542782+0.464551335377j),(-0.811024954736+0.26672807305j),(-0.846136896983+0.055786047329j),(-0.826622221142-0.158032689002j),(-0.750092338852-0.364159082104j),(-0.640297673236-0.539858780355j),(-0.510877189721-0.67609067697j),(-0.36609186339-0.773515509354j),(-0.208532339826-0.831856625123j),(-0.0395661401182-0.852059283482j),(0.13829625276-0.829793995884j),(0.317822200655-0.764903191725j),(0.481931334745-0.670742114539j),(0.62247954394-0.56141777888j),(0.748157304492-0.408443656268j),(0.839484905731-0.185877286397j),(0.86628358136+0.0443391447234j),(0.823778454859+0.27995598429j),(0.717895093923+0.501272973901j),(0.561306638093+0.686202559652j),(0.358760545515+0.819653860263j),(0.117936956273+0.886373528456j),(-0.13531848533+0.877923254242j),(-0.365266285006+0.800611479173j),(-0.554805581644+0.672968823115j),(-0.700214182438+0.506504954102j),(-0.797500184798+0.311897160822j),(-0.844526417098+0.102659177808j),(-0.836700324227-0.11190222419j),(-0.771414644952-0.321515176273j),(-0.667303947443-0.504779469454j),(-0.541893538162-0.649424271093j),(-0.400885635148-0.754817116058j),(-0.24664630954-0.822132495311j),(-0.0805274833051-0.851270673012j),(0.0961094359816-0.83845667299j),(0.275949715656-0.783362711004j),(0.444553440289-0.696315552831j),(0.591770059273-0.591667688531j),(0.718382796481-0.462180040951j),(0.827603103974-0.235610607134j),(0.864714989726-0.00567447369142j),(0.836872012202+0.234028240419j),(0.742586981447+0.45966907534j),(0.597566391284+0.648053706973j),(0.406129889696+0.795485898491j),(0.172339876852+0.877605209872j),(-0.0829685330312+0.888109402076j),(-0.319918916327+0.825855544449j),(-0.521936611058+0.707102405707j),(-0.679604165344+0.545115467616j),(-0.788321924753+0.352107243994j),(-0.84549195263+0.141940130248j),(-0.848015430579-0.074517652144j),(-0.793153633602-0.28788705972j),(-0.692049634633-0.479348997935j),(-0.566824856885-0.632250343691j),(-0.425928280273-0.744448952526j),(-0.271492573345-0.818497871771j),(-0.105211127121-0.853670754447j),(0.072063577376-0.848404505439j),(0.255012015786-0.799218700336j),(0.429718937608-0.712493236598j),(0.581960432751-0.604193147041j),(0.708948666361-0.478384447717j),(0.821044169365-0.254106934835j),(0.862411430168-0.0241199126609j),(0.841130341099+0.210010504123j),(0.754869616716+0.43142761026j),(0.614274030146+0.62761597174j),(0.432297718458+0.774400760426j),(0.199597728244+0.870527870932j),(-0.0534817983927+0.889136415651j),(-0.292355800007+0.833399276445j),(-0.498039867706+0.721766890243j),(-0.660003599537+0.565058555838j),(-0.773457517218+0.377457332359j),(-0.837025789504+0.170709483671j),(-0.848270919481-0.0440780494705j),(-0.802083308089-0.258007484529j),(-0.706720998601-0.453808501717j),(-0.585234490569-0.613045833124j),(-0.446570718152-0.731795419881j),(-0.294353673108-0.810333075308j),(-0.129997671836-0.850703534751j),(0.0451230438276-0.851347212202j),(0.227505187546-0.807828372483j),(0.404068591502-0.724976435446j),(0.558810624685-0.620267730713j),(0.689200104919-0.50035926713j),(0.807228089767-0.284888179671j),(0.860270177544-0.0609339448629j),(0.847184711884+0.179725818413j),(0.768618747265+0.401954071082j),(0.634601947456+0.603649362527j),(0.460330779135+0.753995361792j),(0.235492436018+0.856735902751j),(-0.0175632243062+0.888935071611j),(-0.26130541109+0.843790408823j),(-0.472152113143+0.739289262704j),(-0.639528411876+0.588559698472j),(-0.759965498566+0.404546801541j),(-0.82982129142+0.200357668785j),(-0.847695457281-0.012883193229j),(-0.809260492838-0.227007547345j),(-0.718017432231-0.426526340672j),(-0.599652894682-0.590074646281j),(-0.464186428631-0.713432247886j),(-0.315123627574-0.797530425623j),(-0.153980401684-0.843585574497j),(0.0184024774701-0.85059641943j),(0.199191990691-0.813934232459j),(0.376460759844-0.735957939909j),(0.53245697556-0.636067767107j),(0.66598342981-0.520447456422j),(0.784510579104-0.329251401287j),(0.851003199611-0.110129309403j),(0.85209430884+0.119931329078j),(0.789716137014+0.35321698112j),(0.666914527282+0.56500444581j),(0.496997310889+0.7355702593j),(0.281779380262+0.845893371963j),(0.0332798313654+0.888268590224j),(-0.214033655977+0.855866770294j),(-0.430455181105+0.761769990793j),(-0.607235563256+0.61996492351j),(-0.737276488585+0.44265769433j),(-0.819297258282+0.241728480368j),(-0.849362432637+0.0288515164091j),(-0.823160958636-0.187149407837j),(-0.740829097531-0.392353323362j),(-0.627932128618-0.564173027758j),(-0.49616063503-0.695920536958j),(-0.349170340142-0.788012033522j),(-0.189167894435-0.841423152733j),(-0.0179052141707-0.855384387385j),(0.162487889118-0.826944696575j),(0.341520555725-0.757389951867j),(0.503797396892-0.661903919559j),(0.644495456015-0.548427047191j),(0.776829599239-0.363727575632j),(0.852695016508-0.143834033414j),(0.859776552163+0.0983065966269j),(0.801789037499+0.328699170252j),(0.686902469814+0.535874061544j),(0.521676515669+0.717793509808j),(0.312807737485+0.834905929038j),(0.0681066659057+0.888307096733j),(-0.178693561901+0.866564886674j),(-0.401973768166+0.782895781236j)
abs_m1
0.66025474611883628,0.67265859073142009,0.69338392862245546,0.71354225036788177,0.72672515592036835,0.7294808355057083,0.72577073854635943,0.72330753593258967,0.72435136978013537,0.73279315710210369,0.74969052145506831,0.77183179128006896,0.78829984378169526,0.80143362124316564,0.81913178240794304,0.83231303381718913,0.83246545612322176,0.83087557730601791,0.80849580725694203,0.79364613280883889,0.78492964759348127,0.77645466054034495,0.76710503183751766,0.75969145340301036,0.75286402288874887,0.74824443749581471,0.74276594707763022,0.74671529054609886,0.76155501994636066,0.77772997862414539,0.78805026587258176,0.79161678762451049,0.79060154656820281,0.78564401573054832,0.78188362781664555,0.78668004500526401,0.80509032743565989,0.82858185579910859,0.84318464821250938,0.84989206971682885,0.8529038802064639,0.86031131515485038,0.86785815777584185,0.8667819368239863,0.86270611978059764,0.85436475624058417,0.84496442573090691,0.83623866544241388,0.82720253574296632,0.81718676472999963,0.80707734574221157,0.79944395359192855,0.79200724276698808,0.79639338369365786,0.80945973502051405,0.82321716841010695,0.82935409319446074,0.8276364175281774,0.82023050741196024,0.81156542816962451,0.81139879799255377,0.82062454933896312,0.84104076167490693,0.8458247144039448,0.85228625479218567,0.85600491964655545,0.86202108726459459,0.86806541772917778,0.87544223882164918,0.87715552543090525,0.86960052118031927,0.86347472585420681,0.85621309865031936,0.84766553232137276,0.8406790593274801,0.83279251595688941,0.82779692639766955,0.82121071609464935,0.82146502558683721,0.83326501995766433,0.84483834855118545,0.8508559464080534,0.84840284122129506,0.84065185819908517,0.82933480238925827,0.82235037049828996,0.82815480274069464,0.8450305567511438,0.85127557209274174,0.85799568511879387,0.86103793272479012,0.86554364493101099,0.87312605204485694,0.88158320497718368,0.88458143675769607,0.88222924458043961,0.8758674962617945,0.86767320405563775,0.86066870613843183,0.8533893256978986,0.84713255266775278,0.8421906672069539,0.83585279210154817,0.83395154784228931,0.84142811347349156,0.85153473378908218,0.85757872795206902,0.85657291431536819,0.84976994924439286,0.83815918408621115,0.82832928792579053,0.83072184152288031,0.8460919174448831,0.85393213468075524,0.85874724774849498,0.86218454564588154,0.86513415852200815,0.87237815479688774,0.87892582287132193,0.88351972413223712,0.88385775299349345,0.87878656925726717,0.87255921556087457,0.86588474936067128,0.85820740601510359,0.85181929893705488,0.84665897318528582,0.84052358638263502,0.83472677396301642,0.84070246188513542,0.85115200983150419,0.85801326346254203,0.85826897912699962,0.85198564381945019,0.84013808119279787,0.82878262931341684,0.82913767404834016,0.8428974686961056,0.85319325025477677,0.86050798886523128,0.86262657305978419,0.86568451934574242,0.87228254113822956,0.88223934747959887,0.88828820641335116,0.88759655071655807,0.88488177403128498,0.87826482048024823,0.87065756731071842,0.86155218353083207,0.8537595341533577,0.84797389789566457,0.84159291066309061,0.83381673878793827,0.8375133509853232,0.8474043346970791,0.855774208335496,0.85759616458665322,0.85297743347135879,0.84123951947851627,0.82830419770783481,0.82592541771360173,0.8382545586308765,0.85238815841733073,0.85981699945285284,0.86741754829455808,0.8700495938905316,0.87558435358451681,0.88653206080808888,0.89472989201373732,0.89418519200550917,0.88829068035758685,0.87999897701396979,0.87217903569653488,0.86420319937949841,0.85632142544818335,0.85074307282775552,0.84415018826041377,0.83573474441333895,0.83671791605923085,0.84581350816017453,0.85466845686639448,0.8583334094955688,0.85507101126075524,0.84394704583081981,0.83054523209929043,0.82612535997088044,0.83681685971516562,0.85421556561168344,0.8604878011350221,0.86473360817591716,0.86897870061388527,0.87334476802613081,0.88150961373800996,0.89316252832378573,0.89436678021256588,0.89197650615327317,0.88565540325812697,0.87886952280730679,0.87121334619427371,0.86338344223150787,0.85732353434222153,0.85128317907841888,0.8437841226585322,0.84184806147994296,0.84913539290273021,0.85768242540779027,0.86234968746765917,0.8601297217679863,0.85145954926479206,0.83891695605762462,0.83204866296233437,0.83888455953090646,0.85525428461505282,0.85946719680308159,0.86274865695171443,0.86695136112693882,0.86945840678884467,0.87819951724778078,0.88689224550237433,0.89311702883205935,0.89074343578651782,0.88319095770775291,0.8769214067840635,0.86884746815958391,0.86064543726983045,0.85425634332452782,0.84941534438825883,0.84255889716264054,0.83987899491188411,0.84754032497729159,0.85729221556524082,0.86213907103771814,0.86057881610015308,0.85254217772984353,0.83925281634878657,0.82997726390001725,0.8348660802933785,0.85167844919502045,0.85602480327713226,0.86242548896058524,0.86603885932127078,0.86737641996252501,0.87584940748635132,0.88341011530442559,0.88851173007675499,0.88910855826998758,0.88332483939217787,0.87719794339419654,0.8691369905038635,0.86093302506502112,0.85366654563408151,0.84779335038785186,0.84049686008906943,0.8351489401743295,0.84129167491718526,0.85114899568060354,0.85752998807570158,0.85752351897859547,0.85079546303703346,0.83795368841291562,0.82665397417403208,0.82951349306354383,0.84522155892874717,0.85080158320018173,0.85809959243508871,0.86049301847917115,0.86510913346882856,0.8740738015088807,0.88773303047575758,0.89159139513071806,0.88889180193856077,0.88222351724707737,0.87497724645445296,0.86780846715431681,0.85995491449851236,0.8542134719439185,0.84985231186005006,0.84416755722830672,0.83831311698011535,0.84415043884426277,0.85468167730083955,0.86190654447561832,0.8624253093692662,0.85557176605827112,0.84275728730359856,0.83082839935302266,0.83182246654134562,0.84625446463495246,0.8577656880105301,0.86474101345160992,0.86537847592274253,0.86654994384532114,0.87120377230173762,0.88734092079832516,0.89158095031982854,0.89091414628282195,0.88479720381663285,0.88006176747452847
theta
