['x'],"['n(x,0)']","['n(x,t_end)']","['p(x,0)']","['p(x,t_end)']"
0.0,0.093053782468538279,0.17204927240331791,0.065025241454888805,0.12500641559655273
0.063466518254339258,0.086179817891795255,0.15038734488954197,0.060644891230905482,0.11003515538402084
0.12693303650867852,0.087814062767714834,0.13600847763404775,0.062229086672826756,0.10021364431506602
0.19039955476301779,0.10107186158868468,0.13090949896215609,0.072127408466303736,0.097134328884178348
0.25386607301735703,0.12239200660995778,0.13322303237697194,0.08795566684111443,0.099545493731052051
0.31733259127169627,0.14248314381823873,0.14120320189481927,0.10311336659926038,0.10624965831914956
0.38079910952603557,0.15092036465832215,0.1531964790891843,0.1099866641938161,0.11608403310260329
0.44426562778037482,0.14267638440157504,0.16590712016279952,0.10470923503796013,0.12659875542431498
0.50773214603471406,0.1215018111564124,0.17556670829333226,0.089795867486093903,0.13491097626018397
0.5711986642890533,0.096733592568931409,0.18040250701044333,0.07199322405260139,0.13960095650273094
0.63466518254339255,0.076630827254036929,0.18127374164696008,0.057432606501454715,0.14126072520287922
0.69813170079773179,0.064370134120537353,0.18082327720594021,0.048582530692832179,0.1418997320952832
0.76159821905207115,0.058896128217190362,0.18204979646369307,0.044763410964908087,0.14386599185526583
0.82506473730641039,0.057701868323551016,0.18682949204429719,0.04416385843645123,0.14868052520914801
0.88853125556074963,0.058633994312252823,0.19525019810755559,0.04519259933896403,0.15647351685301733
0.95199777381508888,0.060779988087732606,0.20537522280648188,0.047175787489749599,0.16574411428207075
1.0154642920694281,0.064751764082476113,0.2132335256425068,0.050611692362668985,0.17329509172864918
1.0789308103237674,0.071448931564149679,0.21454884944036495,0.05623875536934328,0.17558914799093717
1.1423973285781066,0.07996433575714168,0.20794250172552792,0.063383614699692087,0.17137815113551677
1.2058638468324459,0.087543971682437549,0.19622489021568038,0.069879151287113847,0.16285721003227938
1.2693303650867851,0.092536460991592448,0.18428010843016368,0.074383219024999628,0.15401820649511733
1.3327968833411243,0.096652402040079341,0.17654422820321983,0.07823758595701813,0.14858940148968605
1.3962634015954636,0.10286011725268304,0.1761180223793353,0.083847576038125995,0.14927215990064691
1.4597299198498028,0.11158816277405958,0.18341500837531571,0.091601446398348219,0.1565491066937548
1.5231964381041423,0.12059531012782811,0.1943366316242866,0.09969085706725718,0.1670363924467626
1.5866629563584815,0.12785000852256767,0.20228514998742669,0.10568799824935986,0.17386830993745273
1.6501294746128208,0.13293301349379041,0.20408420336612632,0.11066198804892316,0.17664710663627892
1.71359599286716,0.13628913076697857,0.20292255930274083,0.11425298273899,0.17687570176744344
1.7770625111214993,0.13867568501404398,0.20449087644222494,0.11707046731823155,0.17949505488701867
1.8405290293758385,0.14166999179130216,0.2111743958830381,0.1204385748586026,0.1866639790853922
1.9039955476301778,0.14791661314606822,0.22057391669671991,0.12663256400551764,0.19634241157392873
1.967462065884517,0.15949654267150565,0.22853751926380039,0.13750561306951217,0.20486047806483804
