['u'],['m1'],['abs_m1']
0.78422454194929159,(-0.276500362031-0.145586752771j),0.3124867241751273
1.1265622510147772,(-0.237404189245-0.212201574782j),0.31841836852016925
1.3845137956791325,(-0.17364688836-0.267659608806j),0.31905314294467124
1.5055465814588869,(-0.101039217255-0.305349294022j),0.3216319554761522
1.4826867270864283,(-0.0154795870691-0.321713029028j),0.3220852226701178
1.3516079824113048,(0.0712219385614-0.319754190226j),0.32759015049200424
1.0425284170703721,(0.151966732555-0.278725679411j),0.31746163888971191
0.73644479893609183,(0.221162087687-0.231532801098j),0.32018761221255715
0.38871618247408685,(0.278100159445-0.16522805114j),0.32348107760227385
0.027820879007731499,(0.311716964751-0.080673625995j),0.32198711161294852
-0.25720099116407397,(0.320284967501+0.000610561247993j),0.32028554945915533
-0.5082738726779521,(0.29978908539+0.0859088162364j),0.3118554479663207
-0.7065149909098889,(0.264722698729+0.158496761465j),0.30854388766817897
-0.87823124204146563,(0.211593104961+0.223363381973j),0.30767327227652191
-1.0104643953812367,(0.138892831069+0.273080173233j),0.30637232175145468
-1.098298815113063,(0.0692628813479+0.29998642915j),0.30787855463958946
-1.1643852934685062,(-0.0164354498533+0.312546306535j),0.31297814259258194
-1.1607560983232561,(-0.0923968229267+0.298237110565j),0.31222195151065452
-1.0819785504850394,(-0.166214236862+0.266010620653j),0.31366992657278425
-0.91897251326312768,(-0.233510917754+0.21474162484j),0.31724015217049317
-0.68497213874548191,(-0.28591500934+0.153154925408j),0.32435138930323565
-0.34913401352474976,(-0.316385759997+0.0771784254498j),0.32566310580735597
0.068005758230150093,(-0.316249717968-0.00761858552358j),0.31634147208394514
0.47964634273128681,(-0.29758865786-0.0884333314582j),0.31045042019592323
0.85368692588254169,(-0.264469082853-0.162828387248j),0.31057523964213396
1.1342683124039781,(-0.210836558459-0.221351116893j),0.30569326347318004
1.323599402779092,(-0.141005074169-0.269048979869j),0.30375941880018792
1.3733710360218985,(-0.0616994176509-0.295402937512j),0.30177758967367579
1.308046959436419,(0.0183696244743-0.303574449056j),0.30412972433335417
1.1184172397342076,(0.100838443875-0.288121441411j),0.30525785291064883
0.8526548752730464,(0.171406343527-0.249366827392j),0.30259535555785677
0.55992329991334078,(0.234012673649-0.198139082407j),0.30662848433533496
0.24254141341251184,(0.276399004979-0.127662906175j),0.30445726722550692
-0.076907994297693488,(0.303017731881-0.0465880765838j),0.30657820325999419
-0.34595861279982987,(0.313833552426+0.0307215503339j),0.31533365231656924
-0.56809187696167374,(0.28946828269+0.107743199206j),0.30886968718017022
-0.73294920163892829,(0.254282722545+0.171186972437j),0.30653659246047088
-0.88440316880648318,(0.198098360858+0.231918870866j),0.30500708719384551
-0.99540628843008361,(0.128034784013+0.276383204751j),0.30459905086135114
-1.0706162668764752,(0.0519840416349+0.298652819974j),0.3031432787690807
-1.1121818535062702,(-0.0252145101608+0.302514568321j),0.30356356100348242
-1.0929660298699291,(-0.105527506736+0.284926630531j),0.30384081270252367
-1.0059430698902143,(-0.179643451136+0.24838481007j),0.3065400192628509
-0.83017129947554424,(-0.236295821858+0.193444479923j),0.30537924330270766
-0.57245105564239174,(-0.279000111189+0.127679504567j),0.30682750517161667
-0.23658385107484672,(-0.298999385842+0.0526398598176j),0.30359773974031562
0.15034424458728265,(-0.296867380077-0.0253505485696j),0.29794780023827633
0.54941097315681708,(-0.27189786273-0.103711487212j),0.29100604862574236
0.86598948822812349,(-0.23421723416-0.168874885321j),0.28874978730714396
1.108758460636279,(-0.185354359214-0.22263349842j),0.28969279089850669
1.2568785060017229,(-0.117422494147-0.262746568079j),0.28779124581717486
1.2982783143741474,(-0.0381311157549-0.286736803887j),0.28926108741425088
1.2075562528440404,(0.039228091916-0.288220937923j),0.29087824300325765
1.0200645610329904,(0.116932043394-0.270196902903j),0.29441377194446383
0.75513426118851168,(0.189307955122-0.22881257109j),0.29697254849787363
0.46881593232376012,(0.238755614849-0.171779986518j),0.29413025582227326
0.16504416428416901,(0.28088213041-0.102947763231j),0.29915382855347211
-0.12311379026335288,(0.290732578034-0.0240358831649j),0.29172445151193893
-0.38297121265397677,(0.282034476066+0.0532307225956j),0.28701385945303159
-0.58424444509726658,(0.254798801152+0.125036820187j),0.28382500853683429
-0.74715135369680219,(0.218679800264+0.185530296564j),0.28677926352268684
-0.88255797110116641,(0.157074395898+0.236285068156j),0.28373050466979843
-0.98653190556415615,(0.0887337181292+0.271633847805j),0.28575972425481316
-1.0440795100037428,(0.0141889462942+0.285355928052j),0.28570847357257112
-1.0562223456547679,(-0.0606306016426+0.2789278568j),0.28544144610548511
-1.003155976058633,(-0.130481090423+0.251395594843j),0.28324028679602475
-0.87737985498547588,(-0.191285866423+0.208516386362j),0.28296530895968519
-0.6624398082020313,(-0.238118122756+0.151317397441j),0.28212974879123953
-0.38609304393542215,(-0.269354578628+0.0870249596041j),0.28306400799436288
-0.046833347129982841,(-0.281579723918+0.0157489857272j),0.28201980688058892
0.31761395393232439,(-0.273308908082-0.0578100880774j),0.27935598350594182
0.62975314960459805,(-0.246069165154-0.122314372246j),0.27479235742185265
0.88647572512198758,(-0.199585858334-0.177567120223j),0.26714152996345553
1.0763035626192594,(-0.14617841354-0.223219174778j),0.26682377812573571
1.1398134798883444,(-0.0784921812099-0.248281239599j),0.26039315745174479
1.1050133198923247,(-0.00872609315496-0.256796701953j),0.25694491790232155
1.0192317477682347,(0.0554781164634-0.251521818656j),0.2575675574799387
0.8257240452979584,(0.124209025593-0.223934655329j),0.25607540275438301
0.61742893298326507,(0.180725936202-0.187788181738j),0.2606266778682913
0.35226040663958463,(0.227010755882-0.132859199015j),0.26303127199825221
0.093916377013199992,(0.249739965671-0.0680386656004j),0.25884225016443058
-0.16886642701303201,(0.2619332122+0.00404740831224j),0.26196448073585815
-0.39024387928129278,(0.256421074029+0.0706842205517j),0.26598501130909313
-0.57747586587880906,(0.22657846675+0.132751420291j),0.26260377221927794
-0.7424496956205191,(0.179687879851+0.189816376643j),0.26137710497853484
-0.85706822273138084,(0.126781495366+0.232442028044j),0.26476941660370801
-0.93030425693414298,(0.0596765405677+0.258373920202j),0.2651761153167454
-0.96109986162907102,(-0.0109118399722+0.265742035065j),0.26596597047772808
-0.9484366084899597,(-0.0797693805099+0.253810944229j),0.26605102795801505
-0.90347642692365338,(-0.142354513254+0.230577966432j),0.27098156034661058
-0.77450138228026177,(-0.197677979625+0.187302220916j),0.27232096061205807
-0.56415738405680227,(-0.238058130742+0.131169394954j),0.27180339178373009
-0.27972771824874293,(-0.263121173126+0.0652649999734j),0.27109458122336899
0.028594198933091643,(-0.26463250517-0.00054474649409j),0.26463306585034924
0.36627475013061028,(-0.251098867158-0.0694763059919j),0.2605332957269712
0.66953948027761245,(-0.223365615807-0.133191997513j),0.26006212051449462
0.91801347771813091,(-0.178157750933-0.188234891739j),0.25917669394768766
1.065525811870532,(-0.119793831544-0.22679248727j),0.25648663582760456
1.1006205543339405,(-0.052766175733-0.246778120377j),0.25235631555097027
1.0435212788972315,(0.0135618194548-0.249960262606j),0.25032789662520749
0.91626838089014817,(0.0809950498171-0.237863168248j),0.25127491897099147
0.72942984711457748,(0.143223456414-0.210138852405j),0.25430551656912459
0.48441746029331428,(0.195171473435-0.161037928855j),0.25303185288122809
0.21882233218286251,(0.240009464938-0.103350191176j),0.26131552819469761
-0.028847838586827518,(0.256703391336-0.0379200045586j),0.25948903227110215
-0.28068378231311319,(0.259809681428+0.0351358266465j),0.26217474492770765
-0.49908683945773635,(0.241929897633+0.100772184826j),0.26207843979061424
-0.6680111302565761,(0.202641873515+0.155944856794j),0.25570007286342206
-0.80691639860014541,(0.158605601582+0.203130717825j),0.25771656015322469
-0.90267048259254357,(0.095954035876+0.241017642681j),0.25941603860329332
-0.9331801440320604,(0.0346648247881+0.252963811238j),0.25532790657024035
-0.95103588338476019,(-0.0419286832492+0.256661773663j),0.26006399316098799
-0.9232821141095906,(-0.109902173131+0.240438726716j),0.26436578629590918
-0.8214816697412175,(-0.165883175394+0.203583865007j),0.26260924958917997
-0.6351422560021488,(-0.210907080236+0.15242523358j),0.26022153701339917
-0.39584224299073739,(-0.240880335165+0.0939747205928j),0.25856253398274959
-0.12068330303186768,(-0.257732557126+0.0317446288902j),0.25968017341720806
0.17264282039748291,(-0.259654260297-0.0315868801259j),0.261568472654225
0.50624807818852835,(-0.242966553697-0.0987267317048j),0.26225886785455693
0.77007696165274375,(-0.208534654413-0.153822206183j),0.25912925964905192
1.0006313048394544,(-0.15200518497-0.205002274207j),0.25520875511588642
1.1313252498155286,(-0.0942221152761-0.241397182071j),0.2591339547779189
1.1400054956883214,(-0.0301339523607-0.25625101776j),0.25801674206915071
1.0468252739812289,(0.037511304456-0.253679737706j),0.25643811589636795
0.88863868070960705,(0.105650304622-0.234420602864j),0.25712838410770966
0.6737708955926669,(0.166381050703-0.199659281149j),0.25989706151083714
0.41015313365879136,(0.216847906802-0.145612360598j),0.26120102266911799
0.14670061600449846,(0.239287409383-0.0813687506779j),0.25274362084203356
-0.10999061530798462,(0.265825550851-0.0162931023037j),0.26632440494277576
-0.35107613408770766,(0.260299852784+0.0542904618486j),0.26590123656555603
-0.5476863983327811,(0.232485149224+0.117446328053j),0.26046685889521431
-0.69413017930202314,(0.189479325779+0.172563307172j),0.25628209043859179
-0.81769352012272178,(0.142802222927+0.216677497227j),0.2595026255697287
-0.88619394113501981,(0.0833976399633+0.23864128131j),0.25279404165574892
-0.95930234286899474,(0.0158037679445+0.255809293992j),0.25629700344299067
-0.99079696784713622,(-0.0594433061283+0.258361563999j),0.26511168287241227
-0.94778227546169203,(-0.119838344065+0.236855007504j),0.26544589521737594
-0.82398138634841767,(-0.178977972933+0.197874431266j),0.26680968000468674
-0.65176179825889091,(-0.222989839823+0.149621599581j),0.26853508471992504
-0.41188109135067502,(-0.250526831505+0.0918019982715j),0.26681697882714195
-0.11205746128418263,(-0.261573553127+0.0268733610001j),0.26295037787962938
0.21545186401677915,(-0.253836172264-0.0395966578019j),0.25690600938574776
0.5220453469972931,(-0.234763399448-0.103551723341j),0.25658685298985912
0.78988990216734378,(-0.19881426852-0.161028678089j),0.25584633773871218
0.9836132597643904,(-0.147143954067-0.204826201026j),0.25220054687733823
1.0858446748682224,(-0.0870789479387-0.233746503828j),0.24943971461283113
1.104669951498771,(-0.0210103574943-0.250210284066j),0.25109086278580267
1.0082588826350234,(0.0497052559053-0.244255239566j),0.24926137791518488
0.83173251043659024,(0.113818573844-0.219044134616j),0.2468501583181765
0.59965652023707494,(0.172416733912-0.178831199558j),0.24841120761432531
0.36348490273494766,(0.211023532359-0.129933107918j),0.24781756140910172
0.10861889996474854,(0.242481930019-0.0684999987735j),0.25197169725559809
-0.1441158465063814,(0.254151792025-0.00111242453668j),0.25415422655957015
-0.36726623620054472,(0.243732346922+0.0638486237861j),0.25195655120592386
-0.54693627198998462,(0.21296151819+0.121307402292j),0.24508793132396725
-0.70397955129676626,(0.175414989094+0.173044993954j),0.24640411589806788
-0.81898345395520999,(0.121617785039+0.213773267319j),0.24594693626447614
-0.90332898505271508,(0.0589957549531+0.240065082225j),0.24720789389904693
-0.93731507422744675,(0.000817218572394+0.246267261869j),0.24626861780353498
-0.93071795313919226,(-0.0638592534761+0.240253483394j),0.24859553603673068
-0.87009038888254442,(-0.128332286246+0.217502912063j),0.25254047685218828
-0.74686754349492046,(-0.175626771828+0.179583052984j),0.25118685455650219
-0.56588007474756596,(-0.221622726062+0.131645890066j),0.25777368577620313
-0.30172188953783352,(-0.243845601461+0.0704224021057j),0.25381093764900747
0.0091653523801887814,(-0.249288826689+0.00396104408503j),0.24932029396430383
0.30677956549332164,(-0.237436737377-0.0581176748306j),0.24444604391115771
0.58492002512939256,(-0.211462690656-0.116925283575j),0.241636072386474
0.80578440335256174,(-0.167198147069-0.165270231534j),0.23509459758685877
0.95329632909480144,(-0.118179460611-0.201190449093j),0.2333323417717143
1.0288132127658305,(-0.0560444275465-0.226712207494j),0.23353672705972855
1.0087794025970178,(0.00648247950674-0.234304892748j),0.23439455050465979
