['theta(0)'],['theta(t_end)']
5.1933320512499295,5.419407286335142
3.0509492810320427,0.7411428697368996
2.4249768140744026,5.327697521159065
4.629210356155225,0.06504994971791493
3.1170656233682843,5.582565356939092
0.3028555036047187,4.943796178561534
0.20154820486370362,5.905682320292014
6.210670609133386,0.2655317619632921
2.389785857669629,5.645482521420354
3.15758854286469,5.176269769356706
0.5363954870182165,5.2807762459527
4.687861950163181,0.28579322171149507
4.403135121070012,5.739325071833084
3.555352989500465,5.481258058198078
3.901930590456569,0.4681463594453222
3.1159992307499578,6.182944401056898
2.881392854718133,0.971483675295418
5.478058880343098,5.936607706223482
3.5414898854622208,3.6214693318367064
2.4143128878911377,0.4052291949640602
2.206366327317475,5.1016222860738525
0.9032345477225237,5.431137605136733
2.448437451677585,5.943006061933441
2.8366043647484216,1.0813221149830448
2.7448945995723446,0.7976616785082027
2.1594450521111104,1.4364308568857607
2.6499856565412885,6.18507718629355
3.2215720999642787,1.2487457560603012
1.792605991406803,6.124292807048941
1.6390454543677908,5.112286212257118
4.309292570657282,5.1325476720053205
1.198625302998957,1.1645007392125097
3.1181320159866104,0.7080846985687789
2.9112518480312746,5.104821463928832
3.397526881988147,6.234131246736569
2.3513957234098757,1.2956670312666663
4.438326077474786,5.727594753031493
4.788102856285869,5.594295675740684
4.885144584553578,0.050120453061344286
3.6449299694398887,1.2743391789001366
2.9901649017874337,0.3476439935744306
4.868082302660355,0.10663926183264742
2.205299934699149,1.803269917590068
0.310320251933004,5.161340272700135
2.066668894316707,3.125596764314896
0.4073619802007131,1.8469920149414534
4.943796178561534,5.825702873917528
1.6358462765128114,5.8950183941087495
4.78490367843089,2.4047153543261994
1.6742364107725645,1.0930524337846361
4.490579315772783,0.5257315608349518
3.9680469327928107,0.577984799132949
4.3711433425202175,5.140012420333606
2.77048802241218,5.3149008097391475
5.760652924199614,6.142421481560492
4.61854642997196,0.4190922990023044
2.6211930558464736,0.5833167622245814
2.6371889451213706,0.434021795658875
3.8240839293187365,6.074172353987597
3.393261311514841,0.43508818827720147
3.3985932746064735,5.948338025025073
3.422053912209656,5.96753309215495
6.24266238768318,5.593229283122358
4.790235641522522,5.378884366838736
3.354871177255088,5.881155290070505
2.997629650115719,5.939806884078461
2.651052049159615,0.41589312114732496
3.532958744515609,6.20640503866008
4.3690105572835645,5.3458261956706155
4.366877772046912,5.330896699014045
3.760100372219148,5.258382000967845
4.716654550857996,5.51964819245783
3.3388752879801906,5.8950183941087495
3.182115573086199,5.738258679214757
4.346616312298709,5.141078812951932
3.0061607910623307,5.157074702226829
3.033886999138819,5.951537202880052
4.262371295450918,4.778505322720931
4.136536966488394,5.775582420856185
3.2119745663993404,5.732926716123125
3.588411160668586,0.7304789435536349
