['x'],"['n(x,0)']","['n(x,t_end)']","['p(x,0)']","['p(x,t_end)']"
0.0,0.11750695211869232,0.32496148183161533,0.082599469891385391,0.26251700438331282
0.063466518254339258,0.12304607165816533,0.34035685455322712,0.087100802918098061,0.27688584982376191
0.12693303650867852,0.13630518263058153,0.36345856866330634,0.097164468959218528,0.29775693090884248
0.19039955476301779,0.15946931439501741,0.3972361603639688,0.11447560475893689,0.32771509787628367
0.25386607301735703,0.18232102064307487,0.43800983154616951,0.13179935043239493,0.36389177570551157
0.31733259127169627,0.18959061956098056,0.48076670824906759,0.13801747547191306,0.40221982698119768
0.38079910952603557,0.17412474842113523,0.51999844109659776,0.12764930144402084,0.43809857160611843
0.44426562778037482,0.14265171719876932,0.54910713596815586,0.10531146431119486,0.4658730524287642
0.50773214603471406,0.10926333143473854,0.56450843527470917,0.081229502356841024,0.48230486805557793
0.5711986642890533,0.084654433024809128,0.57074814549634367,0.063376721170624761,0.4910621100727347
0.63466518254339255,0.071398163415787641,0.57762310561814156,0.053827946135190874,0.50046899909919218
0.69813170079773179,0.066645362008008718,0.5911439308365386,0.050597773545448976,0.51578245596500971
0.76159821905207115,0.066593942258832209,0.60977103120250864,0.050913963620659156,0.53577300260092897
0.82506473730641039,0.068578266960172343,0.62948045644568373,0.052799449633079081,0.55697665903237814
0.88853125556074963,0.071213309885017353,0.64944287993920291,0.055213435194465005,0.57867725353336597
0.95199777381508888,0.074246247704014917,0.66989347488393991,0.057969401120307337,0.60109332647183078
1.0154642920694281,0.078237095979804175,0.68361765110173656,0.06151453318813125,0.6177178248798576
1.0789308103237674,0.083679085778884207,0.67293475147687853,0.066255608136914668,0.61233703842405707
1.1423973285781066,0.090187567019305151,0.6206794562709228,0.071910630405877571,0.56875555427006919
1.2058638468324459,0.096774993358359526,0.52647561872805893,0.077705235692485802,0.48582208165227969
1.2693303650867851,0.10286951231956439,0.41121671492672068,0.083179158010003793,0.38212940071556639
1.3327968833411243,0.10834036095763772,0.30399396329659367,0.08821832836177089,0.28447582161610435
1.3962634015954636,0.11217023589845043,0.22318501680519193,0.09197861932647769,0.21032269764183595
1.4597299198498028,0.11230434710404588,0.16924346858799003,0.092735608787291382,0.16061042542212015
