['x'],"['n(x,0)']","['n(x,t_end)']","['p(x,0)']","['p(x,t_end)']"
0.0,0.09590828836475998,0.084442450257027596,0.066906928898146908,0.06760237301332403
0.063466518254339258,0.10442935136233113,0.077628211624549567,0.073363196027765684,0.062583724078059233
0.12693303650867852,0.119218007600774,0.077059234848507213,0.084340899588113125,0.062561509769515675
0.19039955476301779,0.14175329497774936,0.085097012238022657,0.1009881087515226,0.069572490100974202
0.25386607301735703,0.16633096369282854,0.099392621079732679,0.11933034252327591,0.081831042875893961
0.31733259127169627,0.18075651267111603,0.11617763842794573,0.13059075851115712,0.096322377516413704
0.38079910952603557,0.17413231851407029,0.13283895183221517,0.12668890430057325,0.11091002332812723
0.44426562778037482,0.1467142298638254,0.14768477209840425,0.10749100980324704,0.12417145803479247
0.50773214603471406,0.11071981301287134,0.15927507928919904,0.081689446837448609,0.13485734352421097
0.5711986642890533,0.080222004260152135,0.16755130380293837,0.059603920496707964,0.14286152745936984
0.63466518254339255,0.061591345798520145,0.17458299199391805,0.046083103507281703,0.14990292831117444
0.69813170079773179,0.053163654674962091,0.18260365150227956,0.040056920732478893,0.15789135414767463
0.76159821905207115,0.050336844949799599,0.19181512477553322,0.038193497569304798,0.16702152600032602
0.82506473730641039,0.049268133735875567,0.20171960693353658,0.037645256303079674,0.17687987348047729
0.88853125556074963,0.048309524715386999,0.21405179102054506,0.037172144652888768,0.18901221812998448
0.95199777381508888,0.048499666303865402,0.23160171586754216,0.037580652060577528,0.20594606217496234
1.0154642920694281,0.052025982893033312,0.25337331440474231,0.040596310130542233,0.22688892597153859
1.0789308103237674,0.059212645954675291,0.27342062511679871,0.0465287561849832,0.24656101300342187
1.1423973285781066,0.067940349758255997,0.28631540868116184,0.053762005397284832,0.26000312149742244
1.2058638468324459,0.076115223218447006,0.29248517240496896,0.060654065261144842,0.26747204746570713
1.2693303650867851,0.083354511882708121,0.29662185902924104,0.066889539881519994,0.27316081973158368
1.3327968833411243,0.090397498412905078,0.30280232801209073,0.073051008384965227,0.28081168255524952
1.3962634015954636,0.098117617360044679,0.31346573379111453,0.079846797738731962,0.29274315037500825
1.4597299198498028,0.10687832407784929,0.33056709054548022,0.087587242182343372,0.3108830122953653
1.5231964381041423,0.11568538288010204,0.35390601886620748,0.095470767141467489,0.3351706886711423
1.5866629563584815,0.12221525218533721,0.37861627086054706,0.10085962108639879,0.35857281165484689
1.6501294746128208,0.12499392660828429,0.39674284395428822,0.10387751277178599,0.37837975542420615
1.71359599286716,0.12551052962160153,0.40332559483493524,0.10503970665881415,0.38736045304171624
1.7770625111214993,0.12735616146058065,0.40167292298250623,0.107333182322044,0.38848366363199971
1.8405290293758385,0.13341858026536121,0.4009642835337926,0.11323249245294539,0.39052298483590331
1.9039955476301778,0.14362167337979548,0.40734300719758754,0.12274828744148181,0.39952308945898823
1.967462065884517,0.15459251596352963,0.41910306372017558,0.13305298782079725,0.41394549526248187
2.0309285841388562,0.16212193324989435,0.43097596077325384,0.14051369267236724,0.42866307860660441
2.0943951023931957,0.16472073568499351,0.43953642172870372,0.14376919913063124,0.44024923244653019
2.1578616206475347,0.16450400011637681,0.44264401602488873,0.14458883219497484,0.44647695101603524
2.2213281389018742,0.16480505443974341,0.43655060542899704,0.14587118845716102,0.44342456445244427
2.2847946571562132,0.16760573945419832,0.41688600621171734,0.14939242870093244,0.42642550997270096
2.3482611754105527,0.17284241854905963,0.3832400125341629,0.1551424848242815,0.3947638837786952
2.4117276936648917,0.17929323387966081,0.34199227193892079,0.16206342612423741,0.35475094961928932
2.4751942119192312,0.18630614792202915,0.30372004714424827,0.16958561425633398,0.3172644708682712
2.5386607301735702,0.19460953260523448,0.27742974728010444,0.17838841181460899,0.29183791551326826
2.6021272484279097,0.20471954077133209,0.2664823747421724,0.18897420853445296,0.2822915545269078
2.6655937666822487,0.2155568535072924,0.26772405999275162,0.20037603517859767,0.28559954080704281
2.7290602849365881,0.22580129004973465,0.27324568427061058,0.21137375825744414,0.29353785799050985
2.7925268031909272,0.23504690863274549,0.27446024744302766,0.22157456286441199,0.29691419911784905
2.8559933214452666,0.24260717484259545,0.26610885571282622,0.2303083612027311,0.28990222661999976
2.9194598396996057,0.24732767896879193,0.24754625680493955,0.23643920666309148,0.27157469109835897
2.9829263579539451,0.2496955168275462,0.22185127301870003,0.24037994055901812,0.24509562703565624
3.0463928762082846,0.25193637631717453,0.19410578533108522,0.24424127818547536,0.21594980904538835
3.1098593944626236,0.25497732901891573,0.16907165222170975,0.24892611439593931,0.18942000702348979
3.1733259127169631,0.25729733629035439,0.14902735391903557,0.25295594447694902,0.16813640177090441
3.2367924309713021,0.25735911322436317,0.133254396377575,0.2547943879923284,0.15139725884596469
3.3002589492256416,0.25531274305836488,0.11952071063572113,0.25454437563383991,0.13674779724774519
3.3637254674799806,0.25227503541663465,0.10612273001482329,0.25328297377706199,0.12227179657140906
3.42719198573432,0.24980509941494267,0.093029970326247893,0.25256532611375426,0.1079397652464605
3.4906585039886591,0.2498826802934894,0.081760730094056155,0.25441885305093853,0.095530940789139554
3.5541250222429985,0.25367309160121709,0.073951647682987107,0.26009274827430684,0.087013743967854593
3.6175915404973376,0.26019362255874556,0.069303343140270271,0.26865269186381674,0.082117343788300781
3.681058058751677,0.26709979875326134,0.06507414790468688,0.27772106159531729,0.077647934022248913
3.744524577006016,0.2728456767446375,0.058442143567102957,0.28568868475771303,0.070224435807552332
3.8079910952603555,0.27748364262941244,0.049383561333576624,0.29258634715761805,0.059756511374147885
3.8714576135146945,0.28132457373711467,0.040523641667590982,0.29872051302588132,0.049380104240945993
3.934924131769034,0.28355923899114743,0.034256163769270688,0.30320885899335981,0.042036153494039101
3.998390650023373,0.28245814026683064,0.030793516312769754,0.30415354759797325,0.038052591055867051
4.0618571682777125,0.27629098057439899,0.028939527178977888,0.29960303314856035,0.036012816512799403
4.1253236865320515,0.26391562910220889,0.027607466676153797,0.2881942522615486,0.034596560195327461
4.1887902047863914,0.24567769831820907,0.026085471431933613,0.27016348306683502,0.032918933837496875
4.2522567230407304,0.22473101161383044,0.02384477177332562,0.24886546043047689,0.030302673614070855
4.3157232412950695,0.2064638395485027,0.02095461145659824,0.23024294185456626,0.026816870677204858
